nome;valor;categoria;tipo;quartos;banheiros;area;detalhes;logradouro
Inovador Apartamento à venda no condomínio Reserva Alto Verde Ligue ;R$ 140.012;Apartamentos;Venda - apartamento padrão;3;2;63m²;Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Estrada da Cabrita
. Apartamento à venda no Residencial Clube do Parque  Oferta ;R$ 700.016;Apartamentos;Venda - apartamento padrão;3;4;120m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
$$ Apartamento à venda no Edifício Cal  venda;R$ 190.027;Apartamentos;Venda - apartamento padrão;3;2;126m²;10;Não definido
. Casa à venda no condomínio Melício Machado venda;R$ 900.031;Casas;Venda - casa em condominio fechado;3;2;360m²;Piscina, Varanda, Área de serviço, Churrasqueira, Porteiro 24h;Não definido
$$ Apartamento à venda no condomínio Barra Club II ..;R$ 180.036;Apartamentos;Venda - apartamento padrão;3;1;68m²;Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
. Apartamento à venda no Condomínio Clube Atalaia ...;R$ 490.022;Apartamentos;Venda - apartamento padrão;3;2;98m²;Academia, Varanda, Churrasqueira, Piscina, Salão de festas, 10;Não definido
´´ Apartamento à venda no Edifício Mediterranee venda;R$ 320.008;Apartamentos;Venda - apartamento padrão;3;2;121m²;Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Desconto Villa dos Pássaros (Marivan)  Oferta ;R$ 126.039;Apartamentos;Venda - apartamento padrão;2;1;43m²;Academia, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Inovador Poesia Art Home  Na antiga Rio de Janeiro $$;R$ 249.008;Apartamentos;Venda - apartamento padrão;2;2;60m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Inovador Poesia Art Home | Preço de lançamento! Ligue ;R$ 297.020;Apartamentos;Venda - apartamento padrão;2;2;60m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
$$ Apê no Condomínio Prestige Residence 2-4 ou 3-4-  1 suíte $$;R$ 310.039;Apartamentos;Venda - apartamento padrão;3;2;68m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Rua Fátima Maria Chagas
Desconto Condomínio Horto São Braz - Marcos Freire II Oferta ;R$ 135.033;Apartamentos;Venda - apartamento padrão;2;1;45m²;Academia, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Inovador Condomínio Villa dos Pássaros Aracaju SE $$;R$ 130.004;Apartamentos;Venda - apartamento padrão;2;1;43m²;Academia, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Rua Poeta Vinícius de Moraes
. Prestige Residence Localizado jabutiana  Ligue ;R$ 240.032;Apartamentos;Venda - apartamento padrão;2;2;60m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Rua Fátima Maria Chagas
´´  Athos Residence. ..;R$ 214.025;Apartamentos;Venda - apartamento padrão;2;2;68m²;Academia, Varanda, Churrasqueira, Piscina, Salão de festas, 10;Rua Luiz Carlos Prestes
. Apartamento no condomínio Athos Residence Ligue ;R$ 214.016;Apartamentos;Venda - apartamento padrão;2;2;68m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Rua Luiz Carlos Prestes
$$ Urbanus Luzia ...;R$ 310.029;Apartamentos;Venda - apartamento padrão;2;2;60m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Inovador Apartamento no Poesia Art Home $$;R$ 241.015;Apartamentos;Venda - apartamento padrão;2;2;60m²;Academia, Varanda, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Inovador  Le Vert Boulevard venda;R$ 240.023;Apartamentos;Venda - apartamento padrão;2;2;68m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Rua Alziro Zarur
´´  Le Vert Boulevard - Condições Especiais $$;R$ 245.034;Apartamentos;Venda - apartamento padrão;2;2;78m²;Academia, Varanda, Churrasqueira, Piscina, Salão de festas, 10;Rua Alziro Zarur
Desconto  Apartamento no condomínio Le Vert Boulevard Ligue ;R$ 240.031;Apartamentos;Venda - apartamento padrão;2;2;78m²;Academia, Varanda, Churrasqueira, Piscina, Salão de festas, 10;Rua Alziro Zarur
$$ Cond. Belo Jardim - Nossa Senhora do Socorro/SE 100 Reais Entrada  ...;R$ 111.001;Apartamentos;Venda - apartamento padrão;2;1;48m²;Academia, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Desconto Apartamento no condomínio Horto São Braz #;R$ 135.031;Apartamentos;Venda - apartamento padrão;2;1;48m²;Academia, Varanda, Churrasqueira, Piscina, Salão de festas, 10;Não definido
$$ Localizado na Atalaia, com vista total para o Mar. medindo 132m² venda;R$ 960.040;Apartamentos;Venda - apartamento padrão;3;3;132m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
$$ 3 ou 4 quartos, na Atalaia, de frente para o mar. ..;R$ 960.040;Apartamentos;Venda - apartamento padrão;3;3;132m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Desconto  Simular financiamento Horto São Braz Oferta ;R$ 135.022;Apartamentos;Venda - apartamento padrão;2;1;48m²;Academia, Varanda, Churrasqueira, Piscina, Salão de festas, 10;Não definido
.  Jaime Gusmão Residence   Ligue ;R$ 759.027;Apartamentos;Venda - apartamento padrão;3;2;91m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Avenida Oviêdo Teixeira
$$  Jaime Gusmão Residence ..;R$ 755.012;Apartamentos;Venda - apartamento padrão;3;2;91m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Avenida Oviêdo Teixeira
´´ Jaime Gusmão Residence - 2 ou 3/4, pertinho do Parque da Sementeira venda;R$ 755.004;Apartamentos;Venda - apartamento padrão;3;2;91m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Avenida Oviêdo Teixeira
Desconto SKY Apto de 3/4, Sendo 02 Suíte venda;R$ 1.190.006;Apartamentos;Venda - apartamento padrão;3;4;132m²;Academia, Varanda, Churrasqueira, Piscina, Salão de festas, 10;Rua Niceu Dantas
´´ Jardins Ligue ;R$ 570.021;Apartamentos;Venda - apartamento padrão;2;3;91m²;Academia, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
Inovador ITBI CARTÓRIO GRATIS 2-4 ELEVADOR  Ligue ;R$ 116.007;Apartamentos;Venda - apartamento padrão;2;1;45m²;Academia, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
´´ Oportunidade Av  de janeiro  ..;R$ 199.001;Apartamentos;Venda - apartamento padrão;2;2;58m²;Academia, Varanda, Churrasqueira, Piscina, Salão de festas, 10;Não definido
´´ Lançamento  Ponto novo Avenida Rio de Janeiro  $$;R$ 259.010;Apartamentos;Venda - apartamento padrão;2;2;68m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Inovador Triumph Rio de Janeiro 3-4  pronto pra morar bem localizado  venda;R$ 360.008;Apartamentos;Venda - apartamento padrão;3;3;82m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Avenida Augusto Franco - de 2685 ao fim - lado ímpar
. Apto 2-4 Av. Rio de janeiro  Lançamento  Ligue ;R$ 199.011;Apartamentos;Venda - apartamento padrão;2;2;58m²;Academia, Varanda, Churrasqueira, Piscina, Salão de festas, 10;Não definido
´´ Oportunidade  2-4 na Planta  elevador  ...;R$ 116.033;Apartamentos;Venda - apartamento padrão;2;1;45m²;Academia, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
$$ Localizado Marcos Freire 2-4  Elevador * ...;R$ 116.005;Apartamentos;Venda - apartamento padrão;2;1;45m²;Academia, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Desconto Apto elevador  Na Planta Oportunidade * ...;R$ 116.024;Apartamentos;Venda - apartamento padrão;2;1;45m²;Academia, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Desconto Próximo da entrega 2-4  ..;R$ 106.032;Apartamentos;Venda - apartamento padrão;2;1;54m²;Academia, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Desconto Apto Novo  Oportunidade 2-4 pra sair do aluguel #;R$ 106.036;Apartamentos;Venda - apartamento padrão;2;1;54m²;Academia, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
. 2-4  Entrada de 100 Reais  Ligue ;R$ 106.031;Apartamentos;Venda - apartamento padrão;2;1;54m²;Academia, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
. Localizado Ponto novo Lançamento  #;R$ 259.011;Apartamentos;Venda - apartamento padrão;2;2;68m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
$$ 2-4 Próximo atacadão  $$;R$ 106.004;Apartamentos;Venda - apartamento padrão;2;1;54m²;Academia, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
. Apto Na planta  Oportunidade Desconto  Oferta ;R$ 249.032;Apartamentos;Venda - apartamento padrão;2;2;68m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
. Oportunidade  2-3 na Planta  ..;R$ 199.028;Apartamentos;Venda - apartamento padrão;2;2;58m²;Academia, Varanda, Churrasqueira, Piscina, Salão de festas, 10;Não definido
$$ Apto  Na planta  2-4  ...;R$ 199.024;Apartamentos;Venda - apartamento padrão;2;2;58m²;Academia, Varanda, Churrasqueira, Piscina, Salão de festas, 10;Não definido
. Athos Residence  Localizado ponto novo  Oportunidade  #;R$ 214.003;Apartamentos;Venda - apartamento padrão;2;2;58m²;Academia, Varanda, Churrasqueira, Piscina, Salão de festas, 10;Avenida Augusto Franco - de 2685 ao fim - lado ímpar
. Le Vert Boulevard  Localizado Farolândia  2-4  Ligue ;R$ 240.016;Apartamentos;Venda - apartamento padrão;2;2;59m²;Academia, Varanda, Churrasqueira, Piscina, Salão de festas, 10;Rua Alziro Zarur
Desconto Apto Novo  Oportunidade Oferta ;R$ 240.018;Apartamentos;Venda - apartamento padrão;2;2;62m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Desconto Prestige Residence Localizado Jabutiana  3-4 ou 2-4.. ..;R$ 310.019;Apartamentos;Venda - apartamento padrão;3;2;62m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Rua Fátima Maria Chagas
Desconto Oportunidade Novo 2-4 ou 3-4  Farôlandia Ligue ;R$ 237.026;Apartamentos;Venda - apartamento padrão;2;2;59m²;Academia, Varanda, Churrasqueira, Piscina, Salão de festas, 10;Não definido
. Oportunidade Na Planta  3-4 #;R$ 264.019;Apartamentos;Venda - apartamento padrão;3;2;59m²;Academia, Varanda, Churrasqueira, Piscina, Salão de festas, 10;Não definido
´´ Localizado Próximo  Bairro jabutiana  2-4 ...;R$ 240.013;Apartamentos;Venda - apartamento padrão;2;2;62m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
´´ Localizado jabutiana novo 2-4 venda;R$ 240.027;Apartamentos;Venda - apartamento padrão;3;2;78m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
. Super Localização  3-4  Singulare  jardins Duplex  ...;R$ 1.000.018;Apartamentos;Venda - apartamento duplex/triplex;3;3;104m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Rua Joventina Alves - de 701/702 ao fim
Inovador Últimas unidades Mega Desconto  3-4  2 suíte  $$;R$ 338.009;Apartamentos;Venda - apartamento padrão;3;3;82m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Inovador Melhor Localidade do Luzia - Reserva Alameda   Ligue ;R$ 437.038;Apartamentos;Venda - apartamento padrão;3;2;68m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
. Pronto pra Morar Novo  82m $$;R$ 338.032;Apartamentos;Venda - apartamento padrão;3;3;82m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
´´ Localizado na Farolândia - Residencial Del Rey  #;R$ 285.015;Apartamentos;Venda - apartamento padrão;3;2;65m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Rua Manoel Vicente de Brito
´´   Melhor localidade do Bairro Luzia $$;R$ 310.010;Apartamentos;Venda - apartamento padrão;3;2;74m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Rua Palmira Ramos Teles
. Residencial Del Rey Farolândia Oferta Imperdível Ligue ;R$ 285.011;Apartamentos;Venda - apartamento padrão;3;2;65m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Rua Manoel Vicente de Brito
Desconto Canto Feliz Residencial - Oferta imperdível  venda;R$ 117.037;Apartamentos;Venda - apartamento padrão;2;1;52m²;Academia, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Inovador Lançamento Bairro Luzia  Urbanus Luzia Oferta ;R$ 310.006;Apartamentos;Venda - apartamento padrão;3;2;74m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Rua Palmira Ramos Teles
Desconto Apartamento Localizado no Marivan 2/4 Oportunidade venda;R$ 120.007;Apartamentos;Venda - apartamento padrão;2;1;43m²;Academia, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
. Blue Village  Localização da Barra dos Coqueiros ..;R$ 166.004;Apartamentos;Venda - apartamento padrão;2;2;73m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
. Apartamentos 2/4 Localizado Saída de Aracaju  ...;R$ 106.008;Apartamentos;Venda - apartamento padrão;2;1;54m²;Academia, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
. Oportunidade  apartamento Próximo avenida Rio de janeiro  Oferta ;R$ 199.030;Apartamentos;Venda - apartamento padrão;2;2;58m²;Academia, Varanda, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Inovador Localizado Farolândia 2-4 ou 3-4  Oferta ;R$ 328.010;Apartamentos;Venda - apartamento padrão;3;2;59m²;Academia, Varanda, Churrasqueira, Piscina, Salão de festas, 10;Não definido
. Apto Planta  Localizado Farolândia  Oferta ;R$ 237.017;Apartamentos;Venda - apartamento padrão;2;2;59m²;Academia, Varanda, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Inovador Apto Localizado ponto novo  na planta  ...;R$ 199.027;Apartamentos;Venda - apartamento padrão;2;2;58m²;Academia, Varanda, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Inovador Jardins  177m Duplex venda;R$ 874.018;Apartamentos;Venda - apartamento padrão;3;3;104m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
$$ Jabutiana atrás da Pio Décimo apto Novo  $$;R$ 300.026;Apartamentos;Venda - apartamento padrão;3;2;78m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Inovador Novo  Prestige  residence  #;R$ 310.036;Apartamentos;Venda - apartamento padrão;3;2;78m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Avenida Antônio Severiano de Assis
. Singulare Localizado  próximo shopping Jardins 177 m  venda;R$ 1.000.001;Apartamentos;Venda - apartamento duplex/triplex;3;3;104m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Rua Joventina Alves - de 701/702 ao fim
. Localizado Gragero  próximo shopping Jardins  #;R$ 874.026;Apartamentos;Venda - apartamento padrão;3;3;104m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Inovador Prestige Residence Localizado Jabutiana   venda;R$ 310.003;Apartamentos;Venda - apartamento padrão;3;2;78m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Rua Fátima Maria Chagas
. Apto localizado Jabotiana 2-4 0u 3-4  ..;R$ 300.037;Apartamentos;Venda - apartamento padrão;3;2;78m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Desconto Novo  3-4  Oportunidade Ligue ;R$ 338.016;Apartamentos;Venda - apartamento padrão;3;3;82m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
´´ Localizado  Av. Desembargador Maynard Oferta ;R$ 170.012;Apartamentos;Venda - apartamento padrão;2;1;53m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
$$ Apto Localizado próximo Parque Sementeira  ..;R$ 595.002;Apartamentos;Venda - apartamento padrão;2;3;91m²;Academia, Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Salão de festas, 10;Não definido
.  Pronto pra morar  3-4   novo  Oferta ;R$ 338.019;Apartamentos;Venda - apartamento padrão;3;3;82m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
$$ Apt  Na planta  Rio Barra  2-4 Mas Viver  venda;R$ 145.016;Apartamentos;Venda - apartamento padrão;2;1;0m²;Academia, Varanda, Churrasqueira, Piscina, Salão de festas, 10;Não definido
´´ Oportunidade Av  de janeiro  ..;R$ 199.001;Apartamentos;Venda - apartamento padrão;2;2;58m²;Academia, Varanda, Churrasqueira, Piscina, Salão de festas, 10;Não definido
´´ Lançamento  Ponto novo Avenida Rio de Janeiro  $$;R$ 259.010;Apartamentos;Venda - apartamento padrão;2;2;68m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Não definido
Inovador Triumph Rio de Janeiro 3-4  pronto pra morar bem localizado  venda;R$ 360.008;Apartamentos;Venda - apartamento padrão;3;3;82m²;Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10;Avenida Augusto Franco - de 2685 ao fim - lado ímpar
. Apto 2-4 Av. Rio de janeiro  Lançamento  Ligue ;R$ 199.011;Apartamentos;Venda - apartamento padrão;2;2;58m²;Academia, Varanda, Churrasqueira, Piscina, Salão de festas, 10;Não definido
